NL #,natural language,alternative Lnaguage name,birth city,birth state,country,age,gender,onset age,english residence,LOR,learning style,sound file name,ethnologue code,notes,,,
3,norwegian,,volda,,norway,19,male,5,usa,0.8,naturalistic,norwegian3.mp3,nor,,,,
1,oromo,,wellga,,ethiopia,33,female,11,usa,11,academic,oromo1.mp3,gaz,,,,
1,pohnpeian,,kolonia,pohnpei,federated states of micronesia,18,male,3,usa,0.25,naturalistic,pohnpeian1.mp3,pon,,,,
1,polish,,janow,,poland,26,female,23,usa,0.25,academic,polish1.mp3,pol,,,,
2,polish,,mielec,,poland,26,female,25,usa,1,academic,polish2.mp3,pol,,,,
3,polish,,nowy sacz,,poland,31,female,12,usa,10,academic,polish3.mp3,pol,,,,
4,polish,,krakow,,poland,47,female,15,usa,14,academic,polish4.mp3,pol,,,,
1,portuguese,,bahia,,brazil,37,female,16,usa,1,academic,portuguese1.mp3,por,,,,
10,portuguese,,novo hamburgo,rio grande do sul,brazil,21,male,13,usa,0.5,academic,portuguese10.mp3,por,,,,
2,portuguese,,brasilia,,brazil,18,female,10,usa,0.2,academic,portuguese2.mp3,por,,,,
3,portuguese,,blumenau,,brazil,18,female,15,usa,1.2,academic,portuguese3.mp3,por,,,,
4,portuguese,,cabinda,,angola,20,male,15,usa,1,academic,portuguese4.mp3,por,,,,
5,portuguese,,lubango,,angola,31,male,13,usa,1,academic,portuguese5.mp3,por,,,,
6,portuguese,,sao paulo,,brazil,44,male,15,usa,0.1,academic,portuguese6.mp3,por,,,,
7,portuguese,,vitoria,,brazil,40,male,11,,0,naturalistic,portuguese7.mp3,por,,,,
8,portuguese,,fortaleza,,brazil,26,male,7,uk,8.5,academic,portuguese8.mp3,por,,,,
9,portuguese,,sao paulo,,brazil,18,male,14,usa,2,academic,portuguese9.mp3,por,,,,
1,punjabi,panjabi,sargodha,,pakistan,34,male,10,usa,0.25,academic,punjabi1.mp3,pnb,,,,
2,punjabi,panjabi,hoshiarpur,,india,26,male,10,usa,0.6,academic,punjabi2.mp3,pan,,,,
1,quechua,,cochabamba,,bolivia,53,female,15,usa,8,academic,quechua1.mp3,quh,,,,
2,quechua,,huanuco,provincia dos de mayo,peru,32,female,27,usa,5,naturalistic,quechua2.mp3,qvh,,,,
1,romanian,,timisoara,,romania,24,male,12,usa,1,academic,romanian1.mp3,ron,,,,
2,romanian,,bucharest,,romania,62,male,14,usa,22,academic,romanian2.mp3,ron,,,,
3,romanian,,birtem,,romania,50,male,32,usa,18,naturalistic,romanian3.mp3,ron,,,,
4,romanian,,bucharest,,romania,35,female,32,,0,naturalistic,romanian4.mp3,ron,,,,
1,russian,,nizhni novgorod,,russia,37,male,36,usa,1,academic,russian1.mp3,rus,,,,
10,russian,,moscow,,russia,20,female,5,uk,0.5,academic,russian10.mp3,rus,,,,
11,russian,,ola magadan,,russia,54,male,13,usa,15,academic,russian11.mp3,rus,,,,
2,russian,,izmail,,ukraine,50,female,10,usa,7,academic,russian2.mp3,rus,,,,
3,russian,,zaporizhzhya,,ukraine,35,female,6,usa,7,academic,russian3.mp3,rus,,,,
4,russian,,moscow,,russia,68,female,38,usa,9,academic,russian4.mp3,rus,,,,
5,russian,,khabarovsk,,russia,25,female,15,usa,0.3,academic,russian5.mp3,rus,,,,
6,russian,,moscow,,russia,26,female,11,usa,3,academic,russian6.mp3,rus,,,,
7,russian,,kiev,,ukraine,54,female,13,usa,23,academic,russian7.mp3,rus,,,,
8,russian,,moscow,,russia,66,male,12,usa,27,academic,russian8.mp3,rus,,,,
9,russian,,moscow,,russia,23,male,7,,0,academic,russian9.mp3,rus,,,,
1,sardinian,,zofingen,,switzerland,35,female,11,"usa,uk",13,academic,sardinian1.mp3,sdn,"2 years uk, 11 years usa",,,
1,sarua,,ndjamena,,chad,21,male,10,usa,0.1,academic,sarua1.mp3,swy,,,,
1,satawalese,,satawal island,yap state,federated states of micronesia,41,male,6,federated states of micronesia,41,academic,satawalese1.mp3,stw,english is the lingua franca on the island,,,
2,satawalese,,satawal island,yap state,federated states of micronesia,30,female,6,federated states of micronesia,30,academic,satawalese2.mp3,stw,english is a lingua franca on the island,,,
1,serbian,,bosanska krupa,,bosnia,47,female,47,usa,1,academic,serbian1.mp3,srp,,,,
2,serbian,,zrenjanin,serbia,yugoslavia,36,male,15,usa,0.8,academic,serbian2.mp3,srp,,,,
1,sicilian,italian,fiumedinisi,,sicily,77,male,23,usa,54,naturalistic,sicilian1.mp3,scn,,,,
1,sinhala,sinhalese,colombo,,sri lanka,33,female,4,usa,7,academic,sinhala1.mp3,sin,,,,
2,sinhala,sinhalese,colombo,,sri lanka,28,female,11,usa,15,academic,sinhala2.mp3,sin,spent time in saudi arabia,,,
1,slovak,,kosice,,slovak republic,25,female,14,usa,0.3,academic,slovak1.mp3,slk,,,,
2,slovak,,piestany,,slovak republic,23,female,17,usa,0.6,academic,slovak2.mp3,slk,,,,
3,slovak,,nitra,,slovak republic,51,female,16,usa,20,academic,slovak3.mp3,slk,,,,
1,somali,,mogadishu,,somalia,26,female,24,usa,4,academic,somali1.mp3,som,,,,
1,spanish,,caracas,,venezuela,24,male,17,usa,0.3,academic,spanish1.mp3,spa,,,,
10,spanish,,san luis de la reina,,el salvador,48,male,47,usa,10,academic,spanish10.mp3,spa,,,,
11,spanish,,lima,,peru,49,female,28,usa,9,academic,spanish11.mp3,spa,,,,
12,spanish,,oviedo,,spain,25,male,8,usa,5,academic,spanish12.mp3,spa,,,,
13,spanish,,duitama,,colombia,29,female,11,usa,1.2,academic,spanish13.mp3,spa,,,,
14,spanish,,pereira,,colombia,34,female,15,usa,1,academic,spanish14.mp3,spa,,,,
15,spanish,,san juan,,puerto rico,54,male,4,usa,21,academic,spanish15.mp3,spa,,,,
16,spanish,,buenos aires,,argentina,44,male,25,usa,19,naturalistic,spanish16.mp3,spa,,,,
17,spanish,,puebla,,mexico,22,female,9,usa,10,academic,spanish17.mp3,spa,,,,
18,spanish,,la paz,,bolivia,22,male,17,usa,2,academic,spanish18.mp3,spa,,,,
19,spanish,,havana,,cuba,25,female,17,usa,5,academic,spanish19.mp3,spa,,,,
2,spanish,,puerto la cruz,,venezuela,20,male,12,usa,0.5,academic,spanish2.mp3,spa,,,,
20,spanish,,managua,,nicaragua,45,male,30,usa,18,academic,spanish20.mp3,spa,,,,
21,spanish,,santiago,,chile,25,male,18,,0,naturalistic,spanish21.mp3,spa,,,,
22,spanish,,madrid,,spain,32,female,11,usa,0.8,academic,spanish22.mp3,spa,,,,
23,spanish,,santiago,,chile,22,male,7,usa,0.1,academic,spanish23.mp3,spa,spent time in sweden (6 years),,,
24,spanish,,mexico city,,mexico,27,male,5,usa,1.8,academic,spanish24.mp3,spa,,,,
25,spanish,,san jose,,costa rica,26,male,21,usa,5,academic,spanish25.mp3,spa,,,,
26,spanish,,burgos,,spain,18,male,6,,0,academic,spanish26.mp3,spa,,,,
27,spanish,,zaragoza,,spain,34,male,14,ireland,0.1,academic,spanish27.mp3,spa,,,,
28,spanish,,san miguel,,el salvador,20,female,18,usa,2,academic,spanish28.mp3,spa,,,,
3,spanish,,bogota,,colombia,17,female,16,usa,0.1,academic,spanish3.mp3,spa,,,,
4,spanish,,cabanas,,el salvador,21,female,17,usa,4,academic,spanish4.mp3,spa,,,,
5,spanish,,bogota,,colombia,52,female,13,usa,17,naturalistic,spanish5.mp3,spa,,,,
6,spanish,,lima,,peru,20,male,19,usa,1,academic,spanish6.mp3,spa,,,,
7,spanish,,bogota,,colombia,21,female,20,usa,0.4,academic,spanish7.mp3,spa,,,,
8,spanish,,san salvador,,el salvador,21,male,12,usa,0.5,academic,spanish8.mp3,spa,,,,
9,spanish,,araure,,venezuela,20,male,17,"usa,trinidad",0.4,academic,spanish9.mp3,spa,"4 months trinidad, 5 months usa",,,
1,swedish,,solna,,sweden,56,female,11,usa,20,academic,swedish1.mp3,swe,,,,
2,swedish,,uppsala,,sweden,20,male,10,,0,academic,swedish2.mp3,swe,,,,
3,swedish,,stockholm,,sweden,24,male,10,,0,academic,swedish3.mp3,swe,,,,
4,swedish,,lulea,,sweden,22,male,10,,0,academic,swedish4.mp3,swe,,,,
1,synthesized,,,,,0,male,0,mac system 8.5,0,,synthesized1.mp3,,,,,
2,synthesized,,,,,0,female,0,mac system 8.5,0,,synthesized2.mp3,,,,,
3,synthesized,,,,,0,female,0,mac system 8.5,0,,synthesized3.mp3,,,,,
4,synthesized,,,,,0,male,0,mac system 8.5,0,,synthesized4.mp3,,,,,
1,tagalog,,manila,,philippines,18,male,10,usa,0.5,academic,tagalog1.mp3,tgl,,,,
2,tagalog,,urdaneta,luzon,philippines,21,female,7,usa,4,academic,tagalog2.mp3,tgl,,,,
3,tagalog,,honiara,guadalcanal,solomon islands,19,female,1,usa,3,naturalistic,tagalog3.mp3,tlg,may be bilingual in tagalog and english,,,
1,taishan,yue,taishan,guangdong,china,21,male,7,usa,10,academic,taishan1.mp3,yue,,,,
1,taiwanese,chinese,ping tung,,taiwan,36,female,13,"uk,usa",1.7,academic,taiwanese1.mp3,nan,"10 months uk, 10 months usa",,,
2,taiwanese,chinese,taipei,,taiwan,24,female,17,usa,0.25,academic,taiwanese2.mp3,nan,,,,
3,taiwanese,chinese,tainan,,taiwan,30,female,13,usa,0.7,academic,taiwanese3.mp3,nan,,,,
4,taiwanese,chinese,kao-hsiung,,taiwan,45,female,21,usa,34,naturalistic,taiwanese4.mp3,nan,,,,
1,tamil,,colombo,,sri lanka,39,male,7,usa,13,academic,tamil1.mp3,tam,,,,
1,tatar,,kargali,tatarstan,russia,29,female,10,usa,8,academic,tatar1.mp3,tat,,,,
1,telugu,,kadapa,,india,31,male,6,usa,4,academic,telugu1.mp3,tel,,,,
2,telugu,,guntur,andhra pradesh,india,18,male,6,usa,3,academic,telugu2.mp3,tel,,,,
1,thai,,khon kaen,,thailand,25,female,10,usa,1,academic,thai1.mp3,tha,,,,
2,thai,,chiang mai,,thailand,20,male,10,"new zealand,usa",2,academic,thai2.mp3,tha,"1 year new zealand, 1 year usa",,,
3,thai,,bangkok,,thailand,22,male,4,usa,0.25,academic,thai3.mp3,tha,,,,
1,tibetan,,lhasa,,tibet,26,female,13,usa,0.5,academic,tibetan1.mp3,bod,,,,
2,tibetan,,khamba,,tibet,41,female,35,usa,0.1,academic,tibetan2.mp3,bod,,,,
3,tibetan,,mysore,,india,20,female,7,usa,0.7,academic,tibetan3.mp3,bod,,,,
1,tigrigna,,adigrat,,ethiopia,25,female,17,usa,5,academic,tigrigna1.mp3,tir,,,,
2,tigrigna,,asmara,,eritrea,23,female,20,usa,3,academic,tigrigna2.mp3,tir,,,,
3,tigrigna,,asmara,,eritrea,44,male,7,usa,22,academic,tigrigna3.mp3,tir,,,,
1,tok pisin,pidgin english,madang,madang province,papua new guinea,38,male,4,usa,6,academic,tokpisin1.mp3,tpi,,,,
1,turkish,,bingol,,turkey,27,female,26,usa,0.8,academic,turkish1.mp3,tur,,,,
2,turkish,,ankara,,turkey,24,male,16,usa,0.2,academic,turkish2.mp3,tur,,,,
3,turkish,,adana,,turkey,27,male,12,usa,1.2,academic,turkish3.mp3,tur,,,,
4,turkish,,kayseri,,turkey,20,male,14,usa,0.4,academic,turkish4.mp3,tur,,,,
5,turkish,,istanbul,,turkey,30,female,11,usa,5,academic,turkish5.mp3,tur,,,,
6,turkish,,istanbul,,turkey,19,male,14,,0,academic,turkish6.mp3,tur,,,,
7,turkish,,izmir,,turkey,19,male,13,,0,academic,turkish7.mp3,tur,,,,
1,twi,akan,kumasi,,ghana,25,female,12,usa,12,academic,twi1.mp3,aka,,,,
2,twi,akan,ajumako,,ghana,33,male,6,usa,2,academic,twi2.mp3,aka,,,,
1,urdu,,karachi,,pakistan,22,male,18,usa,1,academic,urdu1.mp3,urd,,,,
2,urdu,,sialkot,,pakistan,48,female,6,usa,10,academic,urdu2.mp3,urd,,,,
1,uzbek,,samarkand,,uzbekistan,39,female,39,usa,1,academic,uzbek1.mp3,uzn,,,,
2,uzbek,,kabul,,afghanistan,35,female,28,usa,6,academic,uzbek2.mp3,uzs,,,,
1,vietnamese,,can tho,,vietnam,29,male,12,usa,0.5,academic,vietnamese1.mp3,vie,,,,
2,vietnamese,,ho chi minh city,,vietnam,29,male,25,usa,2,academic,vietnamese2.mp3,vie,,,,
3,vietnamese,,vinh long,,vietnam,28,female,9,usa,0.8,academic,vietnamese3.mp3,vie,,,,
4,vietnamese,,hanoi,,vietnam,25,female,15,usa,1,academic,vietnamese4.mp3,vie,,,,
5,vietnamese,,cam ranh,,vietnam,34,male,31,usa,2,academic,vietnamese5.mp3,vie,,,,
6,vietnamese,,ho chi minh city,,vietnam,41,male,12,usa,2,academic,vietnamese6.mp3,vie,,,,
7,vietnamese,,hue,,vietnam,29,female,18,usa,10,academic,vietnamese7.mp3,vie,,,,
1,wolof,,dakar,,senegal,21,male,12,usa,1.5,academic,wolof1.mp3,wof,,,,
2,wolof,,dakar,,senegal,37,male,11,usa,8,academic,wolof2.mp3,wof,,,,
1,yiddish,,st. etienne,,france,60,male,8,"canada,uk",57,academic,yiddish1.mp3,ydd,"17 years uk, 40 years canada",,,
2,yiddish,,winnipeg,manitoba,canada,78,female,6,"canada,usa",71,academic,yiddish2.mp3,ydd,,,,
1,zulu,,bulawayo,,zimbabwe,24,female,14,usa,7,academic,zulu1.mp3,zul,,,,
105,english,,windsor,ontario,canada,57,male,0,canada,57,naturalistic,english105.mp3,eng,,,,
106,english,,los angeles,california,usa,39,female,0,usa,39,naturalistic,english106.mp3,eng,,,,
1,maltese,,mosta,,malta,30,female,4,,0,academic,maltese1.mp3,mlt,malta was a british colony until 1964,,,
29,spanish,,maracaibo,zulia,venezuela,18,male,10,canada,0.5,academic,spanish29.mp3,spa,,,,
6,hebrew,,rishon,,israel,33,female,9,,0,academic,hebrew6.mp3,heb,,,,
9,french,,lamentin,,martinique,21,male,11,,0,academic,french9.mp3,gcf,,,,
3,bambara,bamanankan,bamako,,mali,22,male,12,usa,0.25,academic,bambara3.mp3,bam,,,,
1,yoruba,,cotonou,,benin,20,male,20,usa,0.25,academic,yoruba1.mp3,yor,,,,
1,dinka,,rumbek,boherat,sudan,39,male,33,usa,5.5,academic,dinka1.mp3,dib,,,,
107,english,,chicago,illinois,usa,19,male,0,usa,19,naturalistic,english107.mp3,eng,,,,
1,belarusan,belarusian,chamiancy,vilejka,belarus,25,male,11,,0,academic,belarusan1.mp3,bel,,,,
3,afrikaans,,pretoria,transvaal,south africa,43,male,4,usa,20.7,naturalistic,afrikaans3.mp3,afr,,,,
108,english,,strabane,northern ireland,uk,21,male,0,uk,21.5,naturalistic,english108.mp3,eng,,,,
109,english,,concord,new hampshire,usa,26,female,0,usa,26,naturalistic,english109.mp3,eng,,,,
110,english,,great yarmouth,norfolk,uk,21,male,0,uk,0,naturalistic,english110.mp3,eng,,,,
1,icelandic,,reykjavik,,iceland,21,male,11,,0,academic,icelandic1.mp3,isl,,,,
3,urdu,,karachi,sind,pakistan,25,male,3,canada,2,academic,urdu3.mp3,urd,,,,
1,sindhi,,karachi,,pakistan,26,male,8,uk,1.5,academic,sindhi1.mp3,snd,,,,
111,english,,bombay,,india,21,male,0,"india, usa",4,naturalistic,english111.mp3,eng,"residence in india for 17 years, usa for 4 years",,,
112,english,,st. thomas,,us virgin islands,21,male,0,us virgin islands,21,naturalistic,english112.mp3,eng,,,,
14,arabic,,amman,,jordan,47,male,11,usa,25,naturalistic,arabic14.mp3,ajp,,,,
2,tamil,,madras,tamil nadu,india,35,female,4,usa,5,naturalistic,tamil2.mp3,tam,"28 years in india, 2 years in saudi arabia, 5 years in usa",,,
8,mandarin,chinese,jingmen,hubei,china,29,male,12,usa,5,academic,mandarin8.mp3,cmn,,,,
2,krio,,freetown,,sierra leone,26,male,5,"sierra leone, usa",26,naturalistic,krio2.mp3,kri,residence: 14 years sierra leone, 12 years usa,,
1,lamotrekese,woleaian,lamotrek island,,federated states of micronesia,38,male,14,usa,4,academic,lamotrekese1.mp3,woe,,,,
1,yapese,,yap island,,federated states of micronesia,34,female,14,usa,10,academic,yapese1.mp3,yap,,,,
2,azerbaijani,azeri turk,baku,,azerbaijan,42,female,40,usa,2,naturalistic,azerbaijani2.mp3,azj,,,,
2,armenian,,tehran,,iran,44,female,7,usa,5,academic,armenian2.mp3,hye,,,,
1,mende,,harbel,,liberia,35,male,5,"liberia, usa",35,academic,mende1.mp3,men,"30 years in liberia, 5 years in usa",,,
15,arabic,,qayrawan,,tunisia,40,male,33,usa,7,naturalistic,arabic15.mp3,aeb,,,,
1,konkani,goanese,hyderabad,andhra pradesh,india,38,female,6,india,38,academic,konkani1.mp3,gom,,,,
116,english,,atlanta,georgia,usa,56,male,0,usa,56,naturalistic,english116.mp3,eng,,,,
113,english,,wrexham,wales,uk,31,male,0,"wales, australia",31,naturalistic,english113.mp3,eng,,,,
5,italian,,vicenza,veneto,italy,52,male,25,usa,3.5,academic,italian5.mp3,ita,,,,
30,spanish,,buenos aires,,argentina,18,male,5,,0,academic,spanish30.mp3,spa,,,,
114,english,,birmingham 2,alabama,usa,38,female,0,usa,38,naturalistic,english114.mp3,eng,,,,
123,english,,riverside,california,usa,28,female,0,"usa, uk",23,naturalistic,english123.mp3,eng,"usa: 0-3, 6-7, 13-28;",,,
115,english,,st. albans,hertfordshire,uk,31,male,0,uk,31,naturalistic,english115.mp3,eng,,,,
117,english,,elmore,alabama,usa,60,female,0,usa,60,naturalistic,english117.mp3,eng,,,,
118,english,,akron,ohio,usa,19,male,0,usa,17,naturalistic,english118.mp3,eng,lived in spain until age 2,,,
8,vietnamese,,ninh binh,,vietnam,69,male,12,usa,30,academic,vietnamese8.mp3,vie,,,,
4,thai,,songkhla,,thailand,23,female,7,usa,0.2,academic,thai4.mp3,sou,,,,
31,spanish,,guayaquil,,ecuador,31,female,7,usa,7,academic,spanish31.mp3,spa,,,,
32,spanish,,santa cruz,,bolivia,26,male,22,usa,4,academic,spanish32.mp3,spa,,,,
9,mandarin,chinese,shanghai,,china,38,male,12,usa,2,academic,mandarin9.mp3,cmn,,,,
8,korean,,seoul,,south korea,39,female,13,usa,10,academic,korean8.mp3,kor,,,,
10,farsi,persian,tehran,,iran,45,female,10,usa,8,academic,farsi10.mp3,pes,,,,
5,swedish,,goteborg,,sweden,18,male,13,,0,academic,swedish5.mp3,swe,,,,
119,english,,saskatoon,saskatchewan,canada,32,female,0,canada,32,naturalistic,english119.mp3,eng,,,,
120,english,,saskatoon,saskatchewan,canada,65,male,0,canada,65,naturalistic,english120.mp3,eng,,,,
1,sundanese,sunda,kuningan,,indonesia,37,female,15,usa,12,academic,sundanese1.mp3,sun,spent 5 years in saudi arabia english area.,,,
3,albanian,,tirana,,albania,44,male,35,usa,9,naturalistic,albanian3.mp3,aln,,,,
2,lithuanian,,vilnius,,lithuania,34,female,32,usa,2,academic,lithuanian2.mp3,lit,,,,
12,russian,,st. petersburg,,russia,62,male,53,usa,9,naturalistic,russian12.mp3,rus,,,,
3,sinhala,sinhalese,colombo,,sri lanka,25,female,8,usa,0.75,academic,sinhala3.mp3,sin,,,,
6,cantonese,chinese,hong kong,,china,25,male,5,,0,academic,cantonese6.mp3,yue,,,,
2,georgian,,akhmeta,,republic of georgia,41,female,36,usa,4,naturalistic,georgian2.mp3,kat,,,,
1,kikongo,kongo,new orleans,louisiana,usa,19,male,16,usa,1,academic,kikongo1.mp3,kwy,"born in new orleans, usa.  moved to drc at 10 months of age.",,,
121,english,,waconia,minnesota,usa,21,male,0,usa,21,naturalistic,english121.mp3,eng,,,,
1,kikuyu,,nairobi,,kenya,48,male,5,usa,8,academic,kikuyu1.mp3,kik,spoke english in kenya since birth,,,
33,spanish,,caracas,,venezuela,18,male,15,usa,3,academic,spanish33.mp3,spa,,,,
122,english,,kuala lumpur,,malaysia,20,female,0,"singapore,usa",13,naturalistic,english122.mp3,eng,0-7 in malaysia, 7-19 in singapore, 19-20 in usa.,
4,tagalog,,san fernando,la union,philippines,48,female,7,usa,20,academic,tagalog4.mp3,tgl,,,,
16,arabic,,meknes,,morocco,22,male,16,,0,academic,arabic16.mp3,ary,"31 october 2005 
remote recording",,,
13,russian,,moscow,,russia,26,male,10,,0,academic,russian13.mp3,rus,7-Nov-05,,,
6,italian,,naples,,italy,32,female,15,,0,academic,italian6.mp3,ita,10-Nov-05,,,
9,korean,,taejon,,south korea,34,male,12,"uk,australia",2,academic,korean9.mp3,kor,residence: england 1 year, australia 1 year.,,
1,oriya,,bargarh,orissa,india,35,male,5,,0,academic,oriya1.mp3,ori,,,,
34,spanish,,cartagena,,spain,28,male,11,uk,0.75,academic,spanish34.mp3,spa,,,,
1,croatian,,unije,,croatia,81,female,16,usa,66,academic,croatian1.mp3,hrv,resided in new jersey for most of her life,,,
8,turkish,,sivas,,turkey,37,male,17,usa,11,academic,turkish8.mp3,tur,14-Oct-05,,,
35,spanish,,mexico city,,mexico,28,male,17,usa,4.25,academic,spanish35.mp3,spa,16-Nov-05,,,
124,english,,brooklyn,new york,usa,38,male,0,usa,38,naturalistic,english124.mp3,eng,0-7 in brooklyn,,,
5,taiwanese,chinese,tainan,,taiwan,27,male,15,usa,0.5,naturalistic,taiwanese5.mp3,nan,"onset at 15 in high school for 2 years, then dropped out.",,,
5,polish,,ozarow maz,,poland,22,male,9,,0,academic,polish5.mp3,pol,26-Nov-05,,,
10,korean,,kwangju,,south korea,34,male,13,3.5,0,academic,korean10.mp3,kor,25-Nov-05,,,
2,luo,dholuo,maseno,,kenya,33,female,5,"usa, uk, kenya",4,academic,luo2.mp3,luo,"residence: 29 years in kenya, 1 year in uk, 3 years in usa.",,,
125,english,,st. george,queensland,australia,28,male,0,australia,28,naturalistic,english125.mp3,eng,28 november 2005.,,,
146,english,,blytheville,arkansas,usa,22,male,0,usa,22,naturalistic,english146.mp3,eng,5-Apr-06,,,
8,japanese,,tokyo,,japan,25,male,12,,0,academic,japanese8.mp3,jpn,4-Dec-05,,,
126,english,,cincinnati,ohio,usa,34,female,0,usa,34,naturalistic,english126.mp3,eng,5-Dec-05,,,
1,tswana,setswana,kalamare,,botswana,31,male,7,"botswana, usa",10,academic,tswana1.mp3,tsn,"english residence:  botswana for 21 yrs.,  usa for 10 yrs.   5 december 2005",,,
127,english,,new britain,connecticut,usa,39,male,0,usa,39,naturalistic,english127.mp3,eng,26-Dec-05,,,
128,english,,miami,florida,usa,20,female,0,usa,20,naturalistic,english128.mp3,eng,6-Jan-06,,,
10,mandarin,chinese,beijing,,china,19,male,3,south africa,3.75,academic,mandarin10.mp3,cmn,12-Jan-06,,,
129,english,,blackpool,lancashire,uk,25,male,0,"uk, australia",25,naturalistic,english129.mp3,eng,19-Jan-06,,,
1,swiss german,schwyzerdÃ¼tsch,eischoll,,switzerland,21,male,10,"usa, uk",2,academic,swissgerman1.mp3,gsw,"3 january, 2006",,,
7,cantonese,chinese,hong kong,,china,31,male,4,canada,16,academic,cantonese7.mp3,yue,22-Jan-06,,,
11,portuguese,,sao paulo,,brazil,40,female,7,,0,academic,portuguese11.mp3,por,28-Jan-06,,,
130,english,,port elizabeth,,south africa,32,male,0,south africa,32,naturalistic,english130.mp3,eng,31-Jan-06,,,
131,english,,west palm beach,florida,usa,23,male,0,usa,23,naturalistic,english131.mp3,eng,5-Feb-06,,,
8,cantonese,chinese,hong kong,,china,23,female,2,canada,15,academic,cantonese8.mp3,yue,"4 february 2006
stanley village, hk",,,
36,spanish,,montevideo,,uruguay,27,male,25,,0,academic,spanish36.mp3,spa,18-Feb-06,,,
10,french,,bordeaux,,france,31,male,10,ireland,1,academic,french10.mp3,fra,20-Feb-06,,,
7,german,,berlin,,germany,20,male,11,usa,1,academic,german7.mp3,deu,25-Feb-06,,,
9,cantonese,chinese,hong kong,,china,22,male,7,uk,5,academic,cantonese9.mp3,yue,26-Feb-06,,,
132,english,,toronto,ontario,canada,18,female,0,canada,18,naturalistic,english132.mp3,eng,3-Mar-06,,,
133,english,,norwich,new york,usa,36,female,0,usa,36,naturalistic,english133.mp3,eng,14-Mar-06,,,
10,cantonese,chinese,xiamen,fujian,china,25,female,3,canada,0.5,academic,cantonese10.mp3,yue,16-Mar-06,,,
134,english,,belfast,northern ireland,uk,22,female,0,uk,22,naturalistic,english134.mp3,eng,18-Mar-06,,,
135,english,,orange beach,alabama,usa,22,male,0,usa,22,naturalistic,english135.mp3,eng,18-Mar-06,,,
